_id,jobid,position,location,company,remote,status,description,joburl,category,subcategory,tags
306,c47d23b9-5be1-4006-9303-e301ea5632ba,Scrum Master - Partner Engineering,Chicago / US Remote,na,True,True,na,https://jobs.lever.co/amount/c47d23b9-5be1-4006-9303-e301ea5632ba,Engineering,Product,tags
307,e9c86127-e9bd-4041-bfa5-d44810afd4d6,Technical Program Manager,"Chicago, IL",na,False,True,na,https://jobs.lever.co/amount/e9c86127-e9bd-4041-bfa5-d44810afd4d6,Manager,Product,tags
308,3deaac83-4470-49f0-a4ef-83c6bd8eb299,Technical Project Manager,"Chicago, IL",na,False,True,na,https://jobs.lever.co/amount/3deaac83-4470-49f0-a4ef-83c6bd8eb299,Manager,Product,tags
309,f0ddc766-58b7-42e2-8ff7-2df39e7e0c18,Application Security Engineer,Chicago / LA / US Remote,na,True,True,na,https://jobs.lever.co/amount/f0ddc766-58b7-42e2-8ff7-2df39e7e0c18,Engineering,Security,tags
310,a587467a-3756-4295-aa19-7102288baca0,Security Operations Manager,Chicago / LA / US Remote,na,True,True,na,https://jobs.lever.co/amount/a587467a-3756-4295-aa19-7102288baca0,Manager,Operations,tags
311,8c8609cf-3c4c-4f4b-949a-c52ad812324d,VP/Director of Sales,"San Ramon, CA",na,False,True,na,https://jobs.lever.co/zeta/8c8609cf-3c4c-4f4b-949a-c52ad812324d,Director,Business Development,tags
312,a700a9a1-9c20-41f9-98a1-4e8b8f6b4482,DevOps Engineer II - Banking Payments,Mumbai / Bangalore,na,False,True,na,https://jobs.lever.co/zeta/a700a9a1-9c20-41f9-98a1-4e8b8f6b4482,Banking,Operations,tags
313,009f5328-e0bf-4a19-adce-446dfa5d2126,DevOps Engineer II - Banking SAAS,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/009f5328-e0bf-4a19-adce-446dfa5d2126,Banking,Operations,tags
314,09903e3b-0d3a-4aef-8d2b-52639889c217,Engineering Manager - Axon,Hyderabad,na,False,True,na,https://jobs.lever.co/zeta/09903e3b-0d3a-4aef-8d2b-52639889c217,Engineering,na ,tags
315,dce495ad-965a-4077-a961-c1f2d554423e,Information Developer - Banking,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/dce495ad-965a-4077-a961-c1f2d554423e,Banking,Developer,tags
316,ba3189a7-b2c8-4414-92b2-01203ba6f553,Lead Software Development - Axon,Hyderabad,na,False,True,na,https://jobs.lever.co/zeta/ba3189a7-b2c8-4414-92b2-01203ba6f553,Banking,Software,tags
317,f92bae3c-4eff-4dde-a33a-e5e5147319cc,Lead Software Development - Frontend-Banking Saas,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/f92bae3c-4eff-4dde-a33a-e5e5147319cc,Banking,Software,tags
318,5be7fc1a-d74a-4841-b857-b2440ac4b992,Lead Software Development Engineer -  Luminous,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/5be7fc1a-d74a-4841-b857-b2440ac4b992,Engineering,Software,tags
319,981e488c-bf48-4b05-9e4a-a5c749568383,Lead Software Development Engineer in Test - Banking Saas,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/981e488c-bf48-4b05-9e4a-a5c749568383,Banking,Software,tags
320,9e546402-4b57-4369-96d1-9ded814f3496,Manager Software Development -  Banking Saas,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/9e546402-4b57-4369-96d1-9ded814f3496,Banking,Software,tags
321,36fbe012-4de7-47b0-b84a-fefdf4b47ad8,Manager Software Development Engineer- Frontend ,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/36fbe012-4de7-47b0-b84a-fefdf4b47ad8,Engineering,Software,tags
322,e5d67826-c2f8-4c3b-afcf-d48a2cf0d3c1,Manager Software Development-Mobile-Banking Saas,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/e5d67826-c2f8-4c3b-afcf-d48a2cf0d3c1,Banking,Software,tags
323,1b369dec-5481-419a-aa33-d6dcf434e454,Principal DevOps Engineer Ops Infra,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/1b369dec-5481-419a-aa33-d6dcf434e454,Engineering,Operations,tags
324,fcf44c35-dda5-4f90-8037-2a79e624f47f,Principal Engineer - Banking Payments,Mumbai / Bangalore,na,False,True,na,https://jobs.lever.co/zeta/fcf44c35-dda5-4f90-8037-2a79e624f47f,Banking,na ,tags
325,6568ff0a-3f59-4979-8b8b-cea0b413629c,SDE II - Backend - Axon,Hyderabad,na,False,True,na,https://jobs.lever.co/zeta/6568ff0a-3f59-4979-8b8b-cea0b413629c,Banking,Backend,tags
326,b3c732d4-c001-47b9-bcb4-4ed47baee12d,SDE II - Frontend - Axon,Hyderabad,na,False,True,na,https://jobs.lever.co/zeta/b3c732d4-c001-47b9-bcb4-4ed47baee12d,Banking,Frontend,tags
327,6dd8d780-a2f5-4d1b-a06b-6f3c03d321f3,Senior SDE - Backend - Axon,Hyderabad,na,False,True,na,https://jobs.lever.co/zeta/6dd8d780-a2f5-4d1b-a06b-6f3c03d321f3,Banking,Backend,tags
328,a3048670-6c1e-47b2-bdee-431ddf7f9b1b,Senior Software Development Engineer - Frontend - AXON,Hyderabad,na,False,True,na,https://jobs.lever.co/zeta/a3048670-6c1e-47b2-bdee-431ddf7f9b1b,Engineering,Software,tags
329,58d55740-5fe9-4452-8131-0ec720e3511c,Senior Software Development Engineer - Frontend-Banking Saas,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/58d55740-5fe9-4452-8131-0ec720e3511c,Banking,Software,tags
330,89d726a6-2e82-4cec-8094-e147a9a81ec8,Senior Software Development Engineer - Payments,Mumbai / Bangalore,na,False,True,na,https://jobs.lever.co/zeta/89d726a6-2e82-4cec-8094-e147a9a81ec8,Engineering,Software,tags
331,2f72e565-edea-422d-a950-3bf3380fb123,Software Development Engineer - II- Frontend-Banking,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/2f72e565-edea-422d-a950-3bf3380fb123,Banking,Software,tags
332,f239b02b-0b28-47a9-8500-d78f5c18e1e5,Software Development Engineer Android - Payments,Mumbai / Bangalore,na,False,True,na,https://jobs.lever.co/zeta/f239b02b-0b28-47a9-8500-d78f5c18e1e5,Engineering,Software,tags
333,1a6d74cc-6d64-42c8-b182-50be5a2c16ba,Software Development Engineer II - Payments,Mumbai / Bangalore,na,False,True,na,https://jobs.lever.co/zeta/1a6d74cc-6d64-42c8-b182-50be5a2c16ba,Engineering,Software,tags
334,4d1e4a3d-1bbf-4564-963b-c1e35c6ca479,Software Development Engineer in Test II- Banking Saas,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/4d1e4a3d-1bbf-4564-963b-c1e35c6ca479,Banking,Software,tags
335,e3a96bd9-760b-44c3-94ce-b4c6c6aa77d7,Software Development Engineer iOS - Payments,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/e3a96bd9-760b-44c3-94ce-b4c6c6aa77d7,Engineering,Software,tags
336,721fcdbd-e294-4c16-942f-1f93679cb3df,Solution Architect - Banking,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/721fcdbd-e294-4c16-942f-1f93679cb3df,Banking,na ,tags
337,50f5b478-c40f-40f7-8377-91d05bfada50,Solution Architect - Cards and Payment,Mumbai / Bangalore,na,False,True,na,https://jobs.lever.co/zeta/50f5b478-c40f-40f7-8377-91d05bfada50,Banking,na ,tags
338,6cc33396-1e1c-45bb-bc75-1764b34cd9f3,Solution Architect - Optima,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/6cc33396-1e1c-45bb-bc75-1764b34cd9f3,Banking,na ,tags
339,6765506c-b33e-49ad-a855-829f27af5d1a,Sr DevOps Engineer - Axon,Hyderabad,na,False,True,na,https://jobs.lever.co/zeta/6765506c-b33e-49ad-a855-829f27af5d1a,Engineering,Operations,tags
340,905b209d-f587-48f6-ba4f-ac41f6e5cdb5,Sr Solution Architect,Mumbai / Bangalore,na,False,True,na,https://jobs.lever.co/zeta/905b209d-f587-48f6-ba4f-ac41f6e5cdb5,Banking,na ,tags
341,de7a07c8-79ba-494b-860e-316a5a465d56,Sr. Software Development Engineer - Frontend  - Luminous,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/de7a07c8-79ba-494b-860e-316a5a465d56,Engineering,Software,tags
342,3c6e6c0b-c887-4530-8a5e-89ea3d70e034,Sr.Software Development Engineer - Backend - Banking Saas,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/3c6e6c0b-c887-4530-8a5e-89ea3d70e034,Banking,Software,tags
343,4806c3c9-aa22-4118-be02-12ba227a13ad,Sr.Software Development Engineer in Test- Banking Saas,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/4806c3c9-aa22-4118-be02-12ba227a13ad,Banking,Software,tags
344,409315d6-e61c-4d9c-a719-10338288464e,Technical Program Manager - Axon,Hyderabad,na,False,True,na,https://jobs.lever.co/zeta/409315d6-e61c-4d9c-a719-10338288464e,Manager,na ,tags
345,bb4afbf8-4256-4840-b5fa-5fcc4def2356,Manager - Events & Branding,Austin/New York/Los Angeles/San Francisco/Colorado/Seattle,na,False,True,na,https://jobs.lever.co/zeta/bb4afbf8-4256-4840-b5fa-5fcc4def2356,Manager,Marketing,tags
346,7587026f-f693-4a72-a309-2402ad6b73db,Banking Operations Associate,Pune,na,False,True,na,https://jobs.lever.co/zeta/7587026f-f693-4a72-a309-2402ad6b73db,Banking,Operations,tags
347,57bfe3cb-576a-4cfd-be63-cf24e0f83560,Executive Assistant to the President- Digital Banking,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/57bfe3cb-576a-4cfd-be63-cf24e0f83560,Banking,Operations,tags
348,a59785a4-bcc7-4b50-b478-3e3377b0905c,Project Manager - Banking Network,Mumbai / Bangalore,na,False,True,na,https://jobs.lever.co/zeta/a59785a4-bcc7-4b50-b478-3e3377b0905c,Banking,Operations,tags
349,d5adf86c-d5c1-4026-8e7d-9454b55dfa0a,Business Analytics Manager,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/d5adf86c-d5c1-4026-8e7d-9454b55dfa0a,Manager,Product,tags
350,c0af3726-96e3-4939-921f-45c854a5ad06,Product Manager / Senior Product Manager - Axon,Hyderabad,na,False,True,na,https://jobs.lever.co/zeta/c0af3726-96e3-4939-921f-45c854a5ad06,Manager,Product,tags
351,60e93192-32f0-434c-b152-0169f6c5d168,Product Manager / Senior Product Manager - Cipher,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/60e93192-32f0-434c-b152-0169f6c5d168,Manager,Product,tags
352,96c86195-e94f-4a02-aea0-e0bd7c0e31e5,Sr Product Manager/Associate Director - Tachyon,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/96c86195-e94f-4a02-aea0-e0bd7c0e31e5,Director,Product,tags
353,b320d078-0739-4089-95f8-5fe079d2f901,Senior Incident Commander,Pune,na,False,True,na,https://jobs.lever.co/zeta/b320d078-0739-4089-95f8-5fe079d2f901,Application,Support,tags
354,78580079-e150-4323-a8a2-cd9122d7fb04,Senior UX Designer,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/78580079-e150-4323-a8a2-cd9122d7fb04,Art,Art,tags
355,c6ac8277-eb29-41b8-8619-5e665bca242e,UX Design Lead,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/c6ac8277-eb29-41b8-8619-5e665bca242e,Art,Art,tags
356,89376ed1-3a55-43a4-a297-f5ad3b97f1de,UX Design Manager,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/89376ed1-3a55-43a4-a297-f5ad3b97f1de,Manager,Art,tags
357,c950aedb-8529-456f-b501-309379a4c2dd,UX Designer,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/c950aedb-8529-456f-b501-309379a4c2dd,Art,Art,tags
358,339cfcd2-2ce5-46e8-951d-0a0093a5179b,UX Designer II,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/339cfcd2-2ce5-46e8-951d-0a0093a5179b,Art,Art,tags
359,36982a2d-d018-46aa-94e5-d8d6b40eca13,Database Administrator I,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/36982a2d-d018-46aa-94e5-d8d6b40eca13,Commons – Engineering,Administrator,tags
360,525618d6-e24d-4e7d-b079-bb6dec8f49e6,Information Developer,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/525618d6-e24d-4e7d-b079-bb6dec8f49e6,Developer,Developer,tags
361,1e7f1bd1-7d50-42db-8f1c-f8dd4fe8fb61,Information Security Engineer,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/1e7f1bd1-7d50-42db-8f1c-f8dd4fe8fb61,Engineering,Security,tags
362,38a79ef0-664e-4493-b195-96353d5b1ccc,Intern - Video Editor,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/38a79ef0-664e-4493-b195-96353d5b1ccc,Commons – Engineering,na ,tags
363,4538f629-b19a-48f4-9936-b79ff5d19c87,Lead DevOps Engineer - Ops Infra,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/4538f629-b19a-48f4-9936-b79ff5d19c87,Engineering,Operations,tags
364,06d81864-730a-42ff-9f99-87739951efc7,Privacy Engineer/ Privacy Counsel,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/06d81864-730a-42ff-9f99-87739951efc7,Engineering,na ,tags
365,00746b15-9b46-4064-a41d-e3044b940534,Process Coach,Pune,na,False,True,na,https://jobs.lever.co/zeta/00746b15-9b46-4064-a41d-e3044b940534,Commons – Engineering,na ,tags
366,76fb717f-53f6-42b2-8c4f-79c3bde32936,Software Development Engineer Android - Luminous,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/76fb717f-53f6-42b2-8c4f-79c3bde32936,Engineering,Software,tags
367,27c850c7-3e9f-416c-ac5a-437a2552608e,Software Development Engineer iOS - Luminous,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/27c850c7-3e9f-416c-ac5a-437a2552608e,Engineering,Software,tags
368,1ef65c54-05e1-46fa-9da7-ad629157e288,Sr DevOps Engineer - Luminous,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/1ef65c54-05e1-46fa-9da7-ad629157e288,Engineering,Operations,tags
369,cccaff5d-e436-422e-be7d-78789c66d336,Technical Program Manager,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/cccaff5d-e436-422e-be7d-78789c66d336,Manager,na ,tags
370,d517b4c1-1dcc-4d9e-b8e7-67c7918f4528,Accounts Executive,Mumbai,na,False,True,na,https://jobs.lever.co/zeta/d517b4c1-1dcc-4d9e-b8e7-67c7918f4528,Accounts,Finance,tags
371,4739f713-ff1c-460c-9693-24a0eb1680c9,Senior Accounts Executive,Mumbai,na,False,True,na,https://jobs.lever.co/zeta/4739f713-ff1c-460c-9693-24a0eb1680c9,Accounts,Finance,tags
372,07a657aa-4650-45f6-82c5-74610585e324,Sr. Manager/Manager - Finance & Accounts,Mumbai / Bangalore,na,False,True,na,https://jobs.lever.co/zeta/07a657aa-4650-45f6-82c5-74610585e324,Manager,Finance,tags
373,11f9de12-6850-4e48-ba8d-3729e883cdc9,Vice President - Legal,Mumbai / Bangalore,na,False,True,na,https://jobs.lever.co/zeta/11f9de12-6850-4e48-ba8d-3729e883cdc9,Accounts,Finance,tags
374,67e673b0-8665-428e-9767-ec062470b745,"Head - Total Rewards, Wellness and Analytics",Bangalore,na,False,True,na,https://jobs.lever.co/zeta/67e673b0-8665-428e-9767-ec062470b745,Commons – Human Resources,na ,tags
375,4c0250de-3902-4578-a45a-8c73dfe8142c,Human Resource Business Partner,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/4c0250de-3902-4578-a45a-8c73dfe8142c,Commons – Human Resources,Business Development,tags
376,eac34d8f-4dbf-4b45-a366-ed90859add19,Intern - Human Resource,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/eac34d8f-4dbf-4b45-a366-ed90859add19,Commons – Human Resources,na ,tags
377,61cadb01-5cb3-489a-98ca-69110a34dea8,Learning & Development Intern,Mumbai,na,False,True,na,https://jobs.lever.co/zeta/61cadb01-5cb3-489a-98ca-69110a34dea8,Commons – Human Resources,na ,tags
378,47726e24-8dd9-441a-b9d9-5a3cf8102fd6,Learning and Development Specialist,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/47726e24-8dd9-441a-b9d9-5a3cf8102fd6,Commons – Human Resources,na ,tags
379,37d73423-c6c4-4f2a-a565-38632ae67824,Talent Acquisition Intern,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/37d73423-c6c4-4f2a-a565-38632ae67824,Commons – Human Resources,na ,tags
380,b2ba3bd1-546a-4162-8871-f073adf6347a,Talent Acquisition Specialist ,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/b2ba3bd1-546a-4162-8871-f073adf6347a,Commons – Human Resources,na ,tags
381,9a72e4a3-9327-4272-9407-77d0a27e6100,System Operations Engineer,Mumbai / Bangalore,na,False,True,na,https://jobs.lever.co/zeta/9a72e4a3-9327-4272-9407-77d0a27e6100,Engineering,na ,tags
382,dfce54b7-942e-4e42-b687-50a8a26de35c,Marketing Operations & CRM Manager,Mumbai / Bangalore,na,False,True,na,https://jobs.lever.co/zeta/dfce54b7-942e-4e42-b687-50a8a26de35c,Manager,Marketing,tags
383,6b8282e3-b967-4b9c-9520-f7c3c244c2ab,Marketing Operations Specialist,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/6b8282e3-b967-4b9c-9520-f7c3c244c2ab,Sales and Marketing,Marketing,tags
384,3c748de5-3133-4e43-9d27-621f5a558262,Product Marketing Manager,Mumbai / Bangalore,na,False,True,na,https://jobs.lever.co/zeta/3c748de5-3133-4e43-9d27-621f5a558262,Manager,Product,tags
385,5e4c916f-1459-4114-b0a0-06ac2507e660,Program Manager,Mumbai / Bangalore,na,False,True,na,https://jobs.lever.co/zeta/5e4c916f-1459-4114-b0a0-06ac2507e660,Manager,Marketing,tags
386,c1307274-43fe-4ade-a219-9910df3ec8eb,Director of Product,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/c1307274-43fe-4ade-a219-9910df3ec8eb,Director,Product,tags
387,cadc291c-0be9-490d-a15f-8b1d920eeb74,Product Manager - Olympus,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/cadc291c-0be9-490d-a15f-8b1d920eeb74,Manager,Product,tags
388,8af4567d-3dcd-4f5f-8c33-e1fe528b7477,Senior Product Managers,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/8af4567d-3dcd-4f5f-8c33-e1fe528b7477,Manager,Product,tags
389,7faacce6-951d-4808-9ab7-c7ccbdbe3060,BI Developer - Electron,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/7faacce6-951d-4808-9ab7-c7ccbdbe3060,Developer,Developer,tags
390,5b021498-127f-43ab-bc7d-91fb8c2be741,Engineering Manager - Electron,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/5b021498-127f-43ab-bc7d-91fb8c2be741,Engineering,na ,tags
391,6058cc7d-2140-4601-be5f-387c1ea34632,Lead DevOps Engineer - Electron,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/6058cc7d-2140-4601-be5f-387c1ea34632,Engineering,Operations,tags
392,4a8933f0-100a-47a2-b538-a1af520c9193,Lead Software Development - Electron,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/4a8933f0-100a-47a2-b538-a1af520c9193,Electron – Engineering,Software,tags
393,237aa538-e00d-4f38-ad17-a8367a39399a,Technical Program Manager,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/237aa538-e00d-4f38-ad17-a8367a39399a,Manager,na ,tags
394,59d4a786-1c46-4b2d-b4fc-0b418a241679,Associate Product Manager - Electron,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/59d4a786-1c46-4b2d-b4fc-0b418a241679,Manager,Product,tags
395,49bdcb3b-c9ad-47b2-a436-25c64693460f,Product Manager - Electron,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/49bdcb3b-c9ad-47b2-a436-25c64693460f,Manager,Product,tags
396,adfaf0a9-f5ac-4ac2-8930-74b6caf9c323,Senior Software Development Engineer - Backend - Enterprise Payments,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/adfaf0a9-f5ac-4ac2-8930-74b6caf9c323,Engineering,Software,tags
397,cdd069cb-390a-43a4-9f2d-bdfd052ad940,Software Development Engineer II - Backend - Enterprise Payments,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/cdd069cb-390a-43a4-9f2d-bdfd052ad940,Engineering,Software,tags
398,c337b8d3-c8f4-4fca-b49a-d7210a261e46,Sr DevOps Engineer - Enterprise Payments,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/c337b8d3-c8f4-4fca-b49a-d7210a261e46,Engineering,Operations,tags
399,c3e5eb7e-ec00-4174-8554-2be358929637,Engineering Manager,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/c3e5eb7e-ec00-4174-8554-2be358929637,Engineering,na ,tags
400,ed470129-91b8-4cd0-a2fc-52a1b0f17987,Lead - React Native,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/ed470129-91b8-4cd0-a2fc-52a1b0f17987,Plutus – Engineering,na ,tags
401,df9f1368-6c35-4268-86f9-b8ccb580aa30,Lead Software Development Engineer- Android,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/df9f1368-6c35-4268-86f9-b8ccb580aa30,Engineering,Software,tags
402,3566a3b5-9814-41c5-b8c1-0cf412c1a40c,Lead Software Development Engineer- iOS,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/3566a3b5-9814-41c5-b8c1-0cf412c1a40c,Engineering,Software,tags
403,3d4370e5-4bae-40a4-a720-53ee60233342,Senior Software Development Engineer - Frontend,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/3d4370e5-4bae-40a4-a720-53ee60233342,Engineering,Software,tags
404,667e5496-f00a-4ade-b937-b1aff7f6d919,Senior Software Development Engineer -iOS,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/667e5496-f00a-4ade-b937-b1aff7f6d919,Engineering,Software,tags
405,435e709a-4779-42ad-88e6-c1b8dd8a46bc,Senior Software Development Engineer ,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/435e709a-4779-42ad-88e6-c1b8dd8a46bc,Engineering,Software,tags
406,53a521c6-795c-4cea-866d-f5f1421766f1,Software Development Engineer II ,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/53a521c6-795c-4cea-866d-f5f1421766f1,Engineering,Software,tags
407,063aba16-855e-4cbb-84ee-de5507cb1986,Software Development Engineer II- iOS,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/063aba16-855e-4cbb-84ee-de5507cb1986,Engineering,Software,tags
408,b67e8b80-ed96-418d-aabc-b05bb437455c,Sr DevOps Engineer - Plutus,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/b67e8b80-ed96-418d-aabc-b05bb437455c,Engineering,Operations,tags
409,909aec45-eabc-4178-bfe0-3254aa7c365c,Manager - Portfolio Operations,Pune,na,False,True,na,https://jobs.lever.co/zeta/909aec45-eabc-4178-bfe0-3254aa7c365c,Manager,Operations,tags
410,d3282a35-4377-497c-9a35-7ee7c87f0be2,Manager - Pre-Issuing Operations,Pune,na,False,True,na,https://jobs.lever.co/zeta/d3282a35-4377-497c-9a35-7ee7c87f0be2,Manager,Operations,tags
411,c56212c3-f4e6-408d-a694-5c6c005f8dae,Manager - Settlement Operations,Pune,na,False,True,na,https://jobs.lever.co/zeta/c56212c3-f4e6-408d-a694-5c6c005f8dae,Manager,Operations,tags
412,349986c1-5d9e-49b8-b5c1-bc3c346c2fc0,Trainer - Customer Operations,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/349986c1-5d9e-49b8-b5c1-bc3c346c2fc0,Plutus – Operations,Operations,tags
413,db4da122-aff9-4bee-8d9b-b03931709a72,Business Head - Plutus,Mumbai / Bangalore,na,False,True,na,https://jobs.lever.co/zeta/db4da122-aff9-4bee-8d9b-b03931709a72,Plutus – Product,Product,tags
414,52ad9f9c-ac1b-4e64-a6b7-4d63b4bb6ac1,Product Manager - Plutus,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/52ad9f9c-ac1b-4e64-a6b7-4d63b4bb6ac1,Manager,Product,tags
415,cb2a2e37-3d27-4ebc-9798-9657e3d7f2f6,Developer Relations,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/cb2a2e37-3d27-4ebc-9798-9657e3d7f2f6,Developer,Developer,tags
416,9d50c8f4-8509-45a9-bdec-d4dbe381618f,Principal Engineer,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/9d50c8f4-8509-45a9-bdec-d4dbe381618f,Engineering,na ,tags
417,83a9685c-a147-4e2f-8985-8f7435825009,Principal Engineer,Hyderabad,na,False,True,na,https://jobs.lever.co/zeta/83a9685c-a147-4e2f-8985-8f7435825009,Engineering,na ,tags
418,cb0c82b4-26ec-4a8c-895b-5cf068ec4176,Technical Architect,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/cb0c82b4-26ec-4a8c-895b-5cf068ec4176,Engineering,na ,tags
419,155aca2d-3951-4c53-85ab-db93fec3475b,HR Generalist,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/155aca2d-3951-4c53-85ab-db93fec3475b,Human Resources,na ,tags
420,34ef351c-8475-4661-990b-b08401e306f0,Talent Acquisition Specialist,Bangalore,na,False,True,na,https://jobs.lever.co/zeta/34ef351c-8475-4661-990b-b08401e306f0,Human Resources,na ,tags
421,14011f79-5101-42fc-bb03-0c52adfc8c1b,Talent Acquisition Specialist,Hyderabad,na,False,True,na,https://jobs.lever.co/zeta/14011f79-5101-42fc-bb03-0c52adfc8c1b,Human Resources,na ,tags
422,4c0c400f-af6f-4983-800a-9017fda130dc,Business Intelligence Analyst - Marketing,Remote (US Only),na,True,True,na,https://jobs.lever.co/roofstock/4c0c400f-af6f-4983-800a-9017fda130dc,Data,Data,tags
423,123cbd27-cdc4-4333-a5c9-66f69c646841,Senior Data Scientist,Remote (US Only),na,True,True,na,https://jobs.lever.co/roofstock/123cbd27-cdc4-4333-a5c9-66f69c646841,Data,Data,tags
424,ee707622-9361-4a31-b6f2-8b4ad4e7caf4,Sr. Data Engineer,Remote (US Only),na,True,True,na,https://jobs.lever.co/roofstock/ee707622-9361-4a31-b6f2-8b4ad4e7caf4,Engineering,Data,tags
425,0660dbdc-056c-4a55-aa6b-3a2c851aefd0,IT Manager,"Oakland, CA",na,False,True,na,https://jobs.lever.co/roofstock/0660dbdc-056c-4a55-aa6b-3a2c851aefd0,Engineering,na ,tags
426,b3dd89f9-6b33-4d5b-afb9-fba9dff62ba8,Lead Software Engineer - Fullstack,Remote (US Only),na,True,True,na,https://jobs.lever.co/roofstock/b3dd89f9-6b33-4d5b-afb9-fba9dff62ba8,Engineering,Software,tags
427,4d53e53f-82c9-4496-a256-ce56d649b481,Senior DevOps Engineer,Remote (US Only),na,True,True,na,https://jobs.lever.co/roofstock/4d53e53f-82c9-4496-a256-ce56d649b481,Engineering,Operations,tags
428,b8889728-632d-4f33-8773-a056835745a2,Senior Salesforce Administrator,Remote (US Only),na,True,True,na,https://jobs.lever.co/roofstock/b8889728-632d-4f33-8773-a056835745a2,Engineering – Engineering,Administrator,tags
429,e0382d8a-0b60-41d0-a36e-0ffd99375e51,Software Engineer - Salesforce ,Remote (US Only),na,True,True,na,https://jobs.lever.co/roofstock/e0382d8a-0b60-41d0-a36e-0ffd99375e51,Engineering,Software,tags
430,c7904990-9768-41df-997b-5edbbb9b3afd,Sr. Software Engineer - .NET,Remote (US Only),na,True,True,na,https://jobs.lever.co/roofstock/c7904990-9768-41df-997b-5edbbb9b3afd,Engineering,Software,tags
431,d15ac2f6-1ff7-47de-b362-8d2536fab08a,Sr. Software Engineer  - React,Remote (US Only),na,True,True,na,https://jobs.lever.co/roofstock/d15ac2f6-1ff7-47de-b362-8d2536fab08a,Engineering,Software,tags
